Tarifa,Descripción,Cargo,Unidades,Estado,Municipio,Division,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,COAHUILA,FRANCISCO I. MADERO,NORTE,376.24,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,COAHUILA,FRANCISCO I. MADERO,NORTE,270.04,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,COAHUILA,FRONTERA,GOLFO NORTE,372.22,372.22,372.22,372.22,372.22,372.22
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,COAHUILA,FRONTERA,GOLFO NORTE,1.246,1.255,1.255,1.288,1.312,1.277
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,COAHUILA,FRONTERA,GOLFO NORTE,300.02,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,COAHUILA,FRONTERA,GOLFO NORTE,237.03,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,COAHUILA,GENERAL CEPEDA,GOLFO NORTE,372.22,372.22,372.22,372.22,372.22,372.22
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,COAHUILA,GENERAL CEPEDA,GOLFO NORTE,1.246,1.255,1.255,1.288,1.312,1.277
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,COAHUILA,GENERAL CEPEDA,GOLFO NORTE,300.02,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,COAHUILA,GENERAL CEPEDA,GOLFO NORTE,237.03,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,COAHUILA,GUERRERO,GOLFO NORTE,372.22,372.22,372.22,372.22,372.22,372.22
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,COAHUILA,GUERRERO,GOLFO NORTE,1.246,1.255,1.255,1.288,1.312,1.277
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,COAHUILA,GUERRERO,GOLFO NORTE,300.02,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,COAHUILA,GUERRERO,GOLFO NORTE,237.03,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,COAHUILA,HIDALGO,GOLFO NORTE,372.22,372.22,372.22,372.22,372.22,372.22
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,COAHUILA,HIDALGO,GOLFO NORTE,1.246,1.255,1.255,1.288,1.312,1.277
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,COAHUILA,HIDALGO,GOLFO NORTE,300.02,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,COAHUILA,HIDALGO,GOLFO NORTE,237.03,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,COAHUILA,JIMENEZ,GOLFO NORTE,372.22,372.22,372.22,372.22,372.22,372.22
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,COAHUILA,JIMENEZ,GOLFO NORTE,1.246,1.255,1.255,1.288,1.312,1.277
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,COAHUILA,JIMENEZ,GOLFO NORTE,300.02,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,COAHUILA,JIMENEZ,GOLFO NORTE,237.03,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,COAHUILA,JUAREZ,GOLFO NORTE,372.22,372.22,372.22,372.22,372.22,372.22
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,COAHUILA,JUAREZ,GOLFO NORTE,1.246,1.255,1.255,1.288,1.312,1.277
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,COAHUILA,JUAREZ,GOLFO NORTE,300.02,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,COAHUILA,JUAREZ,GOLFO NORTE,237.03,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,COAHUILA,LAMADRID,GOLFO NORTE,372.22,372.22,372.22,372.22,372.22,372.22
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,COAHUILA,LAMADRID,GOLFO NORTE,1.246,1.255,1.255,1.288,1.312,1.277
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,COAHUILA,LAMADRID,GOLFO NORTE,300.02,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,COAHUILA,LAMADRID,GOLFO NORTE,237.03,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,COAHUILA,MATAMOROS,NORTE,575.38,575.38,575.38,575.38,575.38,575.38
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,COAHUILA,MATAMOROS,NORTE,1.429,1.44,1.44,1.477,1.506,1.465
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,COAHUILA,MATAMOROS,NORTE,376.24,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,COAHUILA,MATAMOROS,NORTE,270.04,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,COAHUILA,MONCLOVA,GOLFO NORTE,372.22,372.22,372.22,372.22,372.22,372.22
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,COAHUILA,MONCLOVA,GOLFO NORTE,1.246,1.255,1.255,1.288,1.312,1.277
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,COAHUILA,MONCLOVA,GOLFO NORTE,300.02,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,COAHUILA,MONCLOVA,GOLFO NORTE,237.03,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,COAHUILA,MORELOS,GOLFO NORTE,372.22,372.22,372.22,372.22,372.22,372.22
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,COAHUILA,MORELOS,GOLFO NORTE,1.246,1.255,1.255,1.288,1.312,1.277
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,COAHUILA,MORELOS,GOLFO NORTE,300.02,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,COAHUILA,MORELOS,GOLFO NORTE,237.03,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,COAHUILA,MUZQUIZ,GOLFO NORTE,372.22,372.22,372.22,372.22,372.22,372.22
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,COAHUILA,MUZQUIZ,GOLFO NORTE,1.246,1.255,1.255,1.288,1.312,1.277
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,COAHUILA,MUZQUIZ,GOLFO NORTE,300.02,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,COAHUILA,MUZQUIZ,GOLFO NORTE,237.03,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,COAHUILA,NADADORES,GOLFO NORTE,372.22,372.22,372.22,372.22,372.22,372.22
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,COAHUILA,NADADORES,GOLFO NORTE,1.246,1.255,1.255,1.288,1.312,1.277
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,COAHUILA,NADADORES,GOLFO NORTE,300.02,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,COAHUILA,NADADORES,GOLFO NORTE,237.03,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,COAHUILA,NAVA,GOLFO NORTE,372.22,372.22,372.22,372.22,372.22,372.22
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,COAHUILA,NAVA,GOLFO NORTE,1.246,1.255,1.255,1.288,1.312,1.277
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,COAHUILA,NAVA,GOLFO NORTE,300.02,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,COAHUILA,NAVA,GOLFO NORTE,237.03,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,COAHUILA,OCAMPO,GOLFO NORTE Y NORTE,372.22,372.22,372.22,372.22,372.22,372.22
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,COAHUILA,OCAMPO,GOLFO NORTE Y NORTE,1.246,1.255,1.255,1.288,1.312,1.277
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,COAHUILA,OCAMPO,GOLFO NORTE Y NORTE,300.02,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,COAHUILA,OCAMPO,GOLFO NORTE Y NORTE,237.03,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,COAHUILA,PARRAS,BAJÍO Y GOLFO NORTE Y NORTE,277.76,277.76,277.76,277.76,277.76,277.76
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,COAHUILA,PARRAS,BAJÍO Y GOLFO NORTE Y NORTE,1.659,1.672,1.672,1.717,1.751,1.702
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,COAHUILA,PARRAS,BAJÍO Y GOLFO NORTE Y NORTE,405.39,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,COAHUILA,PARRAS,BAJÍO Y GOLFO NORTE Y NORTE,270.04,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,COAHUILA,PIEDRAS NEGRAS,GOLFO NORTE,372.22,372.22,372.22,372.22,372.22,372.22
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,COAHUILA,PIEDRAS NEGRAS,GOLFO NORTE,1.246,1.255,1.255,1.288,1.312,1.277
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,COAHUILA,PIEDRAS NEGRAS,GOLFO NORTE,300.02,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,COAHUILA,PIEDRAS NEGRAS,GOLFO NORTE,237.03,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,COAHUILA,PROGRESO,GOLFO NORTE,372.22,372.22,372.22,372.22,372.22,372.22
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,COAHUILA,PROGRESO,GOLFO NORTE,1.246,1.255,1.255,1.288,1.312,1.277
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,COAHUILA,PROGRESO,GOLFO NORTE,300.02,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,COAHUILA,PROGRESO,GOLFO NORTE,237.03,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,COAHUILA,RAMOS ARIZPE,GOLFO NORTE,372.22,372.22,372.22,372.22,372.22,372.22
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,COAHUILA,RAMOS ARIZPE,GOLFO NORTE,1.246,1.255,1.255,1.288,1.312,1.277
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,COAHUILA,RAMOS ARIZPE,GOLFO NORTE,300.02,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,COAHUILA,RAMOS ARIZPE,GOLFO NORTE,237.03,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,COAHUILA,SABINAS,GOLFO NORTE,372.22,372.22,372.22,372.22,372.22,372.22
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,COAHUILA,SABINAS,GOLFO NORTE,1.246,1.255,1.255,1.288,1.312,1.277
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,COAHUILA,SABINAS,GOLFO NORTE,300.02,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,COAHUILA,SABINAS,GOLFO NORTE,237.03,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,COAHUILA,SACRAMENTO,GOLFO NORTE,372.22,372.22,372.22,372.22,372.22,372.22
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,COAHUILA,SACRAMENTO,GOLFO NORTE,1.246,1.255,1.255,1.288,1.312,1.277
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,COAHUILA,SACRAMENTO,GOLFO NORTE,300.02,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,COAHUILA,SACRAMENTO,GOLFO NORTE,237.03,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,COAHUILA,SALTILLO,BAJÍO Y GOLFO NORTE,277.76,277.76,277.76,277.76,277.76,277.76
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,COAHUILA,SALTILLO,BAJÍO Y GOLFO NORTE,1.659,1.672,1.672,1.717,1.751,1.702
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,COAHUILA,SALTILLO,BAJÍO Y GOLFO NORTE,405.39,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,COAHUILA,SALTILLO,BAJÍO Y GOLFO NORTE,270.04,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,COAHUILA,SAN BUENAVENTURA,GOLFO NORTE,372.22,372.22,372.22,372.22,372.22,372.22
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,COAHUILA,SAN BUENAVENTURA,GOLFO NORTE,1.246,1.255,1.255,1.288,1.312,1.277
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,COAHUILA,SAN BUENAVENTURA,GOLFO NORTE,300.02,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,COAHUILA,SAN BUENAVENTURA,GOLFO NORTE,237.03,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,COAHUILA,SAN JUAN DE SABINAS,GOLFO NORTE,372.22,372.22,372.22,372.22,372.22,372.22
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,COAHUILA,SAN JUAN DE SABINAS,GOLFO NORTE,1.246,1.255,1.255,1.288,1.312,1.277
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,COAHUILA,SAN JUAN DE SABINAS,GOLFO NORTE,300.02,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,COAHUILA,SAN JUAN DE SABINAS,GOLFO NORTE,237.03,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,COAHUILA,SAN PEDRO,BAJÍO Y NORTE,277.76,277.76,277.76,277.76,277.76,277.76
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,COAHUILA,SAN PEDRO,BAJÍO Y NORTE,1.659,1.672,1.672,1.717,1.751,1.702
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,COAHUILA,SAN PEDRO,BAJÍO Y NORTE,405.39,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,COAHUILA,SAN PEDRO,BAJÍO Y NORTE,270.04,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,COAHUILA,SIERRA MOJADA,NORTE,575.38,575.38,575.38,575.38,575.38,575.38
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,COAHUILA,SIERRA MOJADA,NORTE,1.429,1.44,1.44,1.477,1.506,1.465
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,COAHUILA,SIERRA MOJADA,NORTE,376.24,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,COAHUILA,SIERRA MOJADA,NORTE,270.04,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,COAHUILA,TORREON,NORTE,575.38,575.38,575.38,575.38,575.38,575.38
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,COAHUILA,TORREON,NORTE,1.429,1.44,1.44,1.477,1.506,1.465
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,COAHUILA,TORREON,NORTE,376.24,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,COAHUILA,TORREON,NORTE,270.04,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,COAHUILA,VIESCA,NORTE,575.38,575.38,575.38,575.38,575.38,575.38
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,COAHUILA,VIESCA,NORTE,1.429,1.44,1.44,1.477,1.506,1.465
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,COAHUILA,VIESCA,NORTE,376.24,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,COAHUILA,VIESCA,NORTE,270.04,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,COAHUILA,VILLA UNION,GOLFO NORTE,372.22,372.22,372.22,372.22,372.22,372.22
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,COAHUILA,VILLA UNION,GOLFO NORTE,1.246,1.255,1.255,1.288,1.312,1.277
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,COAHUILA,VILLA UNION,GOLFO NORTE,300.02,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,COAHUILA,VILLA UNION,GOLFO NORTE,237.03,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,COAHUILA,ZARAGOZA,GOLFO NORTE,372.22,372.22,372.22,372.22,372.22,372.22
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,COAHUILA,ZARAGOZA,GOLFO NORTE,1.246,1.255,1.255,1.288,1.312,1.277
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,COAHUILA,ZARAGOZA,GOLFO NORTE,300.02,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,COAHUILA,ZARAGOZA,GOLFO NORTE,237.03,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,COLIMA,ARMERIA,CENTRO OCCIDENTE,274.38,274.38,274.38,274.38,274.38,274.38
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,COLIMA,ARMERIA,CENTRO OCCIDENTE,1.305,1.314,1.314,1.348,1.374,1.337
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,COLIMA,ARMERIA,CENTRO OCCIDENTE,544.97,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,COLIMA,ARMERIA,CENTRO OCCIDENTE,231.03,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,COLIMA,COLIMA,CENTRO OCCIDENTE,274.38,274.38,274.38,274.38,274.38,274.38
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,COLIMA,COLIMA,CENTRO OCCIDENTE,1.305,1.314,1.314,1.348,1.374,1.337
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,COLIMA,COLIMA,CENTRO OCCIDENTE,544.97,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,COLIMA,COLIMA,CENTRO OCCIDENTE,231.03,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,COLIMA,COMALA,CENTRO OCCIDENTE,274.38,274.38,274.38,274.38,274.38,274.38
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,COLIMA,COMALA,CENTRO OCCIDENTE,1.305,1.314,1.314,1.348,1.374,1.337
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,COLIMA,COMALA,CENTRO OCCIDENTE,544.97,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,COLIMA,COMALA,CENTRO OCCIDENTE,231.03,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,COLIMA,COQUIMATLAN,CENTRO OCCIDENTE,274.38,274.38,274.38,274.38,274.38,274.38
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,COLIMA,COQUIMATLAN,CENTRO OCCIDENTE,1.305,1.314,1.314,1.348,1.374,1.337
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,COLIMA,COQUIMATLAN,CENTRO OCCIDENTE,544.97,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,COLIMA,COQUIMATLAN,CENTRO OCCIDENTE,231.03,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,COLIMA,CUAUHTEMOC,CENTRO OCCIDENTE,274.38,274.38,274.38,274.38,274.38,274.38
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,COLIMA,CUAUHTEMOC,CENTRO OCCIDENTE,1.305,1.314,1.314,1.348,1.374,1.337
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,COLIMA,CUAUHTEMOC,CENTRO OCCIDENTE,544.97,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,COLIMA,CUAUHTEMOC,CENTRO OCCIDENTE,231.03,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,COLIMA,IXTLAHUACAN,CENTRO OCCIDENTE,274.38,274.38,274.38,274.38,274.38,274.38
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,COLIMA,IXTLAHUACAN,CENTRO OCCIDENTE,1.305,1.314,1.314,1.348,1.374,1.337
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,COLIMA,IXTLAHUACAN,CENTRO OCCIDENTE,544.97,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,COLIMA,IXTLAHUACAN,CENTRO OCCIDENTE,231.03,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,COLIMA,MANZANILLO,CENTRO OCCIDENTE,274.38,274.38,274.38,274.38,274.38,274.38
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,COLIMA,MANZANILLO,CENTRO OCCIDENTE,1.305,1.314,1.314,1.348,1.374,1.337
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,COLIMA,MANZANILLO,CENTRO OCCIDENTE,544.97,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,COLIMA,MANZANILLO,CENTRO OCCIDENTE,231.03,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,COLIMA,MINATITLAN,CENTRO OCCIDENTE,274.38,274.38,274.38,274.38,274.38,274.38
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,COLIMA,MINATITLAN,CENTRO OCCIDENTE,1.305,1.314,1.314,1.348,1.374,1.337
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,COLIMA,MINATITLAN,CENTRO OCCIDENTE,544.97,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,COLIMA,MINATITLAN,CENTRO OCCIDENTE,231.03,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,COLIMA,TECOMAN,CENTRO OCCIDENTE,274.38,274.38,274.38,274.38,274.38,274.38
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,COLIMA,TECOMAN,CENTRO OCCIDENTE,1.305,1.314,1.314,1.348,1.374,1.337
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,COLIMA,TECOMAN,CENTRO OCCIDENTE,544.97,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,COLIMA,TECOMAN,CENTRO OCCIDENTE,231.03,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,COLIMA,VILLA DE ALVAREZ,CENTRO OCCIDENTE,274.38,274.38,274.38,274.38,274.38,274.38
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,COLIMA,VILLA DE ALVAREZ,CENTRO OCCIDENTE,1.305,1.314,1.314,1.348,1.374,1.337
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,COLIMA,VILLA DE ALVAREZ,CENTRO OCCIDENTE,544.97,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,COLIMA,VILLA DE ALVAREZ,CENTRO OCCIDENTE,231.03,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,DURANGO,CANATLAN,NORTE,575.38,575.38,575.38,575.38,575.38,575.38
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,DURANGO,CANATLAN,NORTE,1.429,1.44,1.44,1.477,1.506,1.465
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,DURANGO,CANATLAN,NORTE,376.24,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,DURANGO,CANATLAN,NORTE,270.04,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,DURANGO,CANELAS,NORTE,575.38,575.38,575.38,575.38,575.38,575.38
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,DURANGO,CANELAS,NORTE,1.429,1.44,1.44,1.477,1.506,1.465
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Distribución,$/kW,DURANGO,CANELAS,NORTE,376.24,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Capacidad,$/kW,DURANGO,CANELAS,NORTE,270.04,,,,,
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Fijo,$/mes,DURANGO,CONETO DE COMONFORT,NORTE,575.38,575.38,575.38,575.38,575.38,575.38
GDBT,Gran demanda baja tensión mayor a 25 kW-mes,Variable (Energía),$/kWh,DURANGO,CONETO DE COMONFORT,NORTE,1.429,1.44,1.44,1.477,1.506,1.465
